customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Priority,Top_SHAP_Drivers,SHAP_Values,SHAP_Directions,Final_Retention_Action
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,0.0041972185,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | Contract One year,-1.4373 | -1.1265 | -0.8457 | -0.4957 | -0.3057,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
4526-ZJJTM,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,No,0.35429147,0,Low,1.0,Low,Contract Month-to-month | PaperlessBilling No | tenure | PaymentMethod Electronic check | MultipleLines No,0.5191 | -0.3041 | -0.2816 | -0.2405 | -0.1845,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
0440-QEXBZ,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,No,0.049009003,0,Low,1.0,Low,tenure | MonthlyCharges | PaymentMethod Electronic check | Contract Month-to-month | TotalCharges,-0.8681 | -0.4925 | -0.4606 | 0.4113 | -0.3555,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support
0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes,0.6324827,1,Medium,1.0,Medium,Contract Month-to-month | PaperlessBilling No | tenure | OnlineSecurity No | MonthlyCharges,0.6464 | -0.3261 | 0.2682 | 0.2026 | -0.1627,Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
9758-MFWGD,Female,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,No,0.21396007,0,Low,1.0,Low,Contract Month-to-month | StreamingMovies Yes | OnlineSecurity No | SeniorCitizen | tenure,-1.0185 | -0.3011 | 0.2392 | 0.1964 | -0.176,Reduces churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,0.8644339,1,High,1.0,Critical,Contract Month-to-month | OnlineSecurity No | PaymentMethod Electronic check | InternetService Fiber optic | tenure,0.7041 | 0.2704 | 0.1983 | 0.1887 | 0.1712,Increases churn risk | Increases churn risk | Increases churn risk | Increases churn risk | Increases churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,0.26686645,0,Low,1.0,Low,Contract Month-to-month | TechSupport No | MonthlyCharges | tenure | PaymentMethod Electronic check,0.4667 | -0.4545 | -0.2644 | 0.215 | -0.2136,Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support; Promote online security
4277-BWBML,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,No,0.0019794332,0,Low,1.0,Low,tenure | Contract Month-to-month | Contract Two year | TotalCharges | OnlineSecurity No,-1.6538 | -1.1579 | -0.8017 | -0.4354 | -0.4256,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
5136-GFPMB,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,No,0.2828039,0,Low,0.0,Low,tenure | Contract Month-to-month | PaymentMethod Electronic check | MonthlyCharges | TotalCharges,-0.7067 | 0.4715 | -0.3783 | -0.2265 | -0.2035,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No,0.06972023,0,Low,0.0,Low,tenure | Contract Month-to-month | OnlineSecurity No | TotalCharges | MonthlyCharges,-1.0058 | 0.4049 | -0.3561 | -0.3516 | -0.3316,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Offer technical support
6304-IJFSQ,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,Yes,0.5273476,1,Medium,1.0,Medium,Contract Month-to-month | tenure | TotalCharges | OnlineBackup No | MonthlyCharges,0.5598 | 0.288 | 0.2637 | -0.2598 | -0.2536,Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,0.22885858,0,Low,1.0,Low,Contract Month-to-month | MonthlyCharges | OnlineSecurity No | TechSupport No | Contract One year,-0.5496 | -0.3945 | 0.3457 | -0.3197 | 0.2367,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Promote online security
6013-BHCAW,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,No,0.027925707,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | MonthlyCharges | TechSupport No,-0.8905 | -0.8736 | -0.4879 | -0.437 | -0.3646,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Review pricing
4402-FTBXC,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,No,0.08860504,0,Low,0.0,Low,tenure | OnlineSecurity No | TotalCharges | Contract Month-to-month | PaymentMethod Electronic check,-0.8688 | -0.4912 | -0.4619 | 0.4382 | -0.3237,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Offer technical support; Review pricing
1471-GIQKQ,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,No,0.23804468,0,Low,1.0,Low,tenure | MonthlyCharges | Contract Month-to-month | OnlineBackup No | PaperlessBilling No,0.7305 | -0.685 | 0.5687 | -0.4227 | -0.315,Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
4283-FUTGF,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,Yes,0.69585276,1,Medium,1.0,Medium,Contract Month-to-month | PaymentMethod Electronic check | OnlineSecurity No | DeviceProtection No | InternetService Fiber optic,0.6545 | 0.338 | 0.2344 | -0.1739 | 0.1416,Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
9548-LERKT,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,No,0.006583064,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | tenure | OnlineSecurity No | TechSupport No,-1.2603 | -0.7895 | -0.4465 | -0.4139 | -0.2683,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
8059-UDZFY,Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No,0.4501706,0,Medium,0.0,Medium,Contract Month-to-month | TotalCharges | tenure | Dependents No | OnlineSecurity No,0.5232 | -0.5019 | -0.4486 | -0.2745 | 0.23,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
0410-IPFTY,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,No,0.48943064,0,Medium,1.0,Medium,Contract Month-to-month | tenure | PaymentMethod Electronic check | MultipleLines No | InternetService Fiber optic,0.5415 | -0.5397 | -0.2737 | -0.2395 | 0.1969,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
2478-EEWWM,Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,No,0.6069957,1,Medium,1.0,Medium,tenure | Contract Month-to-month | PaymentMethod Electronic check | InternetService DSL | TotalCharges,-0.5967 | 0.4687 | 0.3318 | -0.2686 | -0.2594,Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
4619-EVPHY,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,No,0.1428851,0,Low,1.0,Low,Contract Month-to-month | TotalCharges | TechSupport No | PaymentMethod Electronic check | StreamingMovies Yes,-1.3179 | -0.3473 | 0.1768 | -0.1734 | 0.1655,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
2277-DJJDL,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,No,0.38237455,0,Low,0.0,Low,tenure | TechSupport No | Contract Month-to-month | TotalCharges | MonthlyCharges,-1.4367 | -0.5961 | 0.4185 | -0.3522 | 0.2554,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Review pricing
2911-WDXMV,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,No,0.21968223,0,Low,1.0,Low,PaymentMethod Electronic check | Contract Month-to-month | tenure | PaymentMethod Credit card (automatic) | MonthlyCharges,-0.5485 | 0.534 | -0.3335 | -0.2601 | -0.2257,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
3639-XJHKQ,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,No,0.22528481,0,Low,1.0,Low,Contract Month-to-month | TotalCharges | MonthlyCharges | InternetService Fiber optic | OnlineSecurity No,0.4936 | -0.4653 | -0.3436 | -0.3061 | -0.285,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Offer technical support
8173-RXAYP,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,0.005172887,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | tenure | PaperlessBilling No,-1.3441 | -0.8966 | -0.4049 | -0.3586 | -0.3054,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
4537-CIBHB,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,No,0.042584214,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | MonthlyCharges | TechSupport No | StreamingMovies Yes,-1.3165 | -0.4279 | -0.3432 | -0.2167 | -0.2055,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
5442-BXVND,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,No,0.15193653,0,Low,1.0,Low,tenure | OnlineSecurity No | Contract Month-to-month | TechSupport No | InternetService Fiber optic,-0.5319 | -0.4468 | 0.4134 | -0.3169 | -0.2252,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
2308-STERM,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,No,0.1210588,0,Low,1.0,Low,OnlineSecurity No | Contract Month-to-month | MonthlyCharges | TechSupport No | InternetService Fiber optic,-0.5239 | 0.5148 | -0.4938 | -0.2935 | -0.2067,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
7159-NOKYQ,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,0.053513486,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | tenure | TotalCharges | Contract One year,-1.233 | -0.5746 | -0.4383 | -0.3104 | -0.3066,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
6075-QMNRR,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,No,0.03190993,0,Low,1.0,Low,tenure | OnlineSecurity No | MonthlyCharges | Contract Month-to-month | PaymentMethod Electronic check,-1.0464 | -0.5554 | -0.4781 | 0.43 | -0.4013,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Offer technical support
3694-GLTJM,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,0.09190997,0,Low,1.0,Low,MonthlyCharges | Contract Month-to-month | OnlineSecurity No | TechSupport No | PaymentMethod Credit card (automatic),-0.5582 | 0.5248 | -0.5152 | -0.4468 | -0.3365,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
9629-NHXFW,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0.71448684,1,High,1.0,Critical,tenure | Contract Month-to-month | OnlineSecurity No | TechSupport No | TotalCharges,0.8864 | 0.6295 | -0.3605 | -0.2838 | 0.2695,Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Priority retention outreach; Offer long-term contract incentive; Provide new-customer support
7167-PCEYD,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,No,0.0074021765,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | tenure | TotalCharges | OnlineSecurity No,-1.1663 | -0.7112 | -0.6409 | -0.4572 | -0.4416,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
2748-MYRVK,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,Yes,0.06563995,0,Low,0.0,Low,tenure | Contract Month-to-month | PaperlessBilling No | PaymentMethod Electronic check | MonthlyCharges,-1.0535 | -1.0125 | -0.4764 | -0.2575 | 0.2347,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
4223-WOZCM,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,No,0.64625776,1,Medium,1.0,Medium,tenure | Contract Month-to-month | PaperlessBilling No | PaymentMethod Electronic check | SeniorCitizen,0.5861 | 0.5727 | -0.2645 | -0.2627 | 0.2324,Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
6946-LMSQS,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,Yes,0.16832894,0,Low,1.0,Low,Contract Month-to-month | MonthlyCharges | OnlineSecurity No | TotalCharges | PaymentMethod Electronic check,-1.1702 | -0.5258 | -0.4917 | -0.2242 | 0.191,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer technical support; Review pricing
5469-NUJUR,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,No,0.009966862,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | TechSupport No | tenure,-1.2777 | -0.8074 | -0.466 | -0.3047 | -0.2577,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
6388-TABGU,Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,No,0.007797182,0,Low,0.0,Low,tenure | Contract Month-to-month | TotalCharges | OnlineSecurity No | StreamingMovies Yes,-0.9284 | -0.9241 | -0.439 | -0.3648 | -0.3291,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support
1261-FWTTE,Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No,0.5432871,1,Medium,1.0,Medium,PaymentMethod Electronic check | Contract Month-to-month | tenure | TechSupport No | MultipleLines No,-0.453 | 0.4527 | -0.3751 | 0.217 | 0.1967,Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
8590-YFFQO,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,No,0.012992705,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | tenure | MonthlyCharges | TechSupport No,-0.829 | -0.7404 | -0.523 | -0.4032 | -0.2588,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
0082-OQIQY,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,No,0.33825803,0,Low,0.0,Low,tenure | TechSupport No | Contract Month-to-month | MultipleLines No | PaymentMethod Electronic check,-0.5909 | -0.5484 | 0.4362 | -0.31 | 0.231,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Review pricing
9465-RWMXL,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,0.61682177,1,Medium,1.0,Medium,Contract Month-to-month | tenure | PaymentMethod Electronic check | OnlineSecurity No | DeviceProtection No,0.6549 | -0.6464 | 0.3389 | 0.2087 | -0.2047,Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
2930-UOTMB,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,Yes,0.074694715,0,Low,1.0,Low,tenure | OnlineSecurity No | Contract Month-to-month | TotalCharges | PaymentMethod Electronic check,-0.6049 | -0.4332 | 0.3823 | -0.3449 | -0.3336,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
9128-CPXKI,Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,No,0.1298632,0,Low,0.0,Low,Contract Month-to-month | tenure | Contract Two year | PaperlessBilling No | TotalCharges,-1.0292 | -0.4509 | -0.4274 | -0.4038 | -0.2607,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
0484-FFVBJ,Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,No,0.17907408,0,Low,1.0,Low,Contract Month-to-month | tenure | OnlineSecurity No | MonthlyCharges | InternetService Fiber optic,-0.7951 | -0.3958 | 0.3681 | -0.3623 | -0.2253,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support
1100-DDVRV,Male,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No,0.5172746,1,Medium,1.0,Medium,Contract Month-to-month | PaymentMethod Electronic check | InternetService DSL | InternetService Fiber optic | tenure,0.4213 | -0.3907 | -0.2925 | -0.2275 | -0.2004,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
9313-QOLTZ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,No,0.027599178,0,Low,1.0,Low,tenure | OnlineSecurity No | TechSupport No | MonthlyCharges | Contract Month-to-month,-0.797 | -0.5334 | -0.4119 | -0.4105 | 0.3805,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer long-term contract incentive
3338-CVVEH,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,0.8323989,1,High,1.0,Critical,Contract Month-to-month | PaperlessBilling No | MonthlyCharges | TotalCharges | PaperlessBilling Yes,0.549 | -0.5077 | 0.5029 | 0.3419 | -0.2558,Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Immediate personal outreach; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
1131-SUEKT,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,No,0.06288831,0,Low,0.0,Low,tenure | Contract Month-to-month | TechSupport No | Dependents No | TotalCharges,-1.0884 | -0.5976 | -0.3795 | -0.2868 | -0.2782,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Review pricing
7602-DBTOU,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,No,0.002694191,0,Low,1.0,Low,Contract Month-to-month | tenure | Contract Two year | OnlineSecurity No | TechSupport No,-1.3849 | -1.2676 | -0.8085 | -0.4593 | -0.2612,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
1385-TQOZW,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,No,0.09492232,0,Low,1.0,Low,MonthlyCharges | Contract Month-to-month | OnlineSecurity No | TechSupport No | PaymentMethod Credit card (automatic),-0.7095 | 0.4985 | -0.4679 | -0.3989 | -0.2008,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
6892-XPFPU,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,0.83866185,1,High,0.0,Critical,Contract Month-to-month | InternetService Fiber optic | OnlineBackup No | OnlineSecurity No | tenure,0.5823 | 0.2154 | -0.1986 | 0.1957 | -0.186,Increases churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Immediate personal outreach; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
4115-NZRKS,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No,0.68220884,1,Medium,1.0,Medium,Contract Month-to-month | MonthlyCharges | MultipleLines No | OnlineSecurity No | tenure,0.6643 | -0.3537 | -0.3129 | 0.2227 | 0.194,Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
5514-YQENT,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,No,0.040952016,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | Dependents No | TechSupport No,-1.0576 | -0.6011 | -0.3832 | -0.3306 | -0.2915,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
6319-IEJWJ,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,Yes,0.70222044,1,High,1.0,Critical,Contract Month-to-month | TotalCharges | MultipleLines No | OnlineSecurity No | InternetService Fiber optic,0.5546 | -0.2386 | -0.2022 | 0.1853 | 0.1841,Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Priority retention outreach; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
