customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Original_Index,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Recommendation
8397-MVTAZ,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,Yes,524,0.8663236,1,High,0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,4154,0.8644339,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
9221-OTIVJ,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,Yes,2448,0.86406523,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
0616-ATFGB,Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,6509,0.8637947,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
3585-ISXZP,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,Yes,6991,0.86331326,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
8739-XNIKG,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,No,2350,0.8622874,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
1448-PWKYE,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,Yes,680,0.86199963,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
6969-MVBAI,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,No,6574,0.861372,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
2495-INZWQ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,Yes,2748,0.86116105,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
3244-DCJWY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,Yes,5662,0.8608129,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,3006,0.85931206,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit
8245-UMPYT,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,Yes,2516,0.8582232,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
0871-URUWO,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,Yes,6125,0.8570556,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
7409-KIUTL,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,2888,0.85471463,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
8739-WWKDU,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.15,Yes,6967,0.85441506,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
2025-JKFWI,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,Yes,6838,0.8531694,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
2737-YNGYW,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,Yes,2156,0.85289925,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
5376-DEQCP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,Yes,5393,0.85287553,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
6979-ZNSFF,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,3087,0.8523088,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
8083-YTZES,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,Yes,6970,0.8514951,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
2665-NPTGL,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,No,4473,0.84989315,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
9878-TNQGW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Yes,1083,0.84569323,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
1320-HTRDR,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,5610,0.8455261,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
7952-OBOYL,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,No,6889,0.84551543,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
6338-AVWCY,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,Yes,6043,0.8452468,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,No,954,0.8411406,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,64,0.8410557,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
6892-XPFPU,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,5133,0.83866185,1,High,0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,935,0.83827084,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
3519-ZKXGG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,4226,0.83764255,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
5628-FCGYG,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,No,2150,0.83588004,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
1400-MMYXY,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,Yes,6894,0.8356554,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
3338-CVVEH,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,5250,0.8323989,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
2369-FEVNO,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,No,6761,0.8316054,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Provide early-stage customer engagement
7209-JCUDS,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,Yes,2798,0.83058685,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
6661-HBGWL,Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Yes,6544,0.8281919,1,High,0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
7817-BOQPW,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,4638,0.8279167,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
3030-YDNRM,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,No,1829,0.8264388,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit
4706-AXVKM,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Yes,3524,0.8243811,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
1077-HUUJM,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,No,3554,0.82395583,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit
7198-GLXTC,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,Yes,1772,0.82328784,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,5300,0.82245374,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
7278-CKDNC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,No,4139,0.82197475,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
8361-LTMKD,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,Yes,7041,0.8216486,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
8873-GLDMH,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,No,6314,0.8211147,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
9907-SWKKF,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,3185,0.82087696,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
0430-IHCDJ,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,No,3762,0.8194492,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,No,1630,0.8166863,1,High,0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
5159-YFPKQ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,Yes,2161,0.81659037,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
6856-RAURS,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.9,136.05,No,6362,0.81400007,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
5052-PNLOS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,3085,0.811885,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes,2294,0.8087474,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
4678-DVQEO,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,783,0.8083983,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Provide early-stage customer engagement
2845-HSJCY,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,1346,0.8055715,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
9741-YLNTD,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No,4165,0.8052049,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
2959-MJHIC,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,Yes,3763,0.8038036,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
4686-UXDML,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,No,5748,0.8007125,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
7005-CCBKV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,3067,0.79364574,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
8541-QVFKM,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,5110,0.79324585,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit
0235-KGSLC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Yes,2367,0.7899524,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
6899-PPEEA,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,4307,0.78969634,1,High,0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
6821-BUXUX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,5628,0.7887923,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
2985-FMWYF,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,No,6284,0.7860837,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
7571-YXDAD,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Yes,4664,0.7860088,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
3199-XGZCY,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,No,3510,0.7810034,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit
2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,Yes,2231,0.78078145,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit
5331-RGMTT,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,No,6244,0.7770247,1,High,0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
2919-HBCJO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,3145,0.7756108,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
8132-YPVBX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,No,5809,0.7736767,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
6173-GOLSU,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,No,3922,0.772051,1,High,0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
3721-CNEYS,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes,4862,0.7716516,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
5133-POWUA,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,No,3065,0.76992536,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
4237-RLAQD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,1549,0.76992536,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
6077-BDPXA,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,No,1206,0.76989186,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
7235-NXZCP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,Yes,6529,0.7674044,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit
8280-MQRQN,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,4455,0.7671341,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
6608-QQLVK,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,Yes,6434,0.7671215,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
7587-RZNME,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,Yes,3516,0.7665035,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
2386-LAHRK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,3090,0.7661958,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement
2694-CIUMO,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,4986,0.76534146,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit
0376-YMCJC,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes,1059,0.7634814,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit
6286-SUUWT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,No,6107,0.76275504,1,High,1,Priority retention outreach; Offer annual or long-term contract incentive; Provide early-stage customer engagement
