numerical__SeniorCitizen,numerical__tenure,numerical__MonthlyCharges,numerical__TotalCharges,categorical__gender_Female,categorical__gender_Male,categorical__Partner_No,categorical__Partner_Yes,categorical__Dependents_No,categorical__Dependents_Yes,categorical__PhoneService_No,categorical__PhoneService_Yes,categorical__MultipleLines_No,categorical__MultipleLines_No phone service,categorical__MultipleLines_Yes,categorical__InternetService_DSL,categorical__InternetService_Fiber optic,categorical__InternetService_No,categorical__OnlineSecurity_No,categorical__OnlineSecurity_No internet service,categorical__OnlineSecurity_Yes,categorical__OnlineBackup_No,categorical__OnlineBackup_No internet service,categorical__OnlineBackup_Yes,categorical__DeviceProtection_No,categorical__DeviceProtection_No internet service,categorical__DeviceProtection_Yes,categorical__TechSupport_No,categorical__TechSupport_No internet service,categorical__TechSupport_Yes,categorical__StreamingTV_No,categorical__StreamingTV_No internet service,categorical__StreamingTV_Yes,categorical__StreamingMovies_No,categorical__StreamingMovies_No internet service,categorical__StreamingMovies_Yes,categorical__Contract_Month-to-month,categorical__Contract_One year,categorical__Contract_Two year,categorical__PaperlessBilling_No,categorical__PaperlessBilling_Yes,categorical__PaymentMethod_Bank transfer (automatic),categorical__PaymentMethod_Credit card (automatic),categorical__PaymentMethod_Electronic check,categorical__PaymentMethod_Mailed check
0.004782238,-0.3006696,0.38682076,-0.13727427,0.09876311,0.017725442,-0.010286491,-0.0032877452,-0.20296068,-0.08035225,-0.008702854,-0.002664996,-0.19566415,0.0009812203,-0.14110543,0.06834934,0.12073483,-0.0005524919,0.13132721,0.00019386518,-0.016431483,-0.13223709,0.0,-0.03431503,-0.0053766984,0.0,0.06607561,-0.2892992,0.0,-0.0849836,0.027770098,0.0,0.08347464,0.006632879,0.0,0.07730682,-1.0044187,-0.16986668,-0.71189934,-0.08351819,-0.06279456,0.06854574,-0.00048188583,-0.1556809,0.0013551115
-0.012975864,-0.60525966,-0.6143888,-0.3255127,-0.11192158,-0.024389476,-0.031534888,-0.0012218666,-0.12836036,-0.09139671,-0.022194076,-0.009239495,-0.1545982,-7.648225e-06,-0.12526965,0.02571316,-0.116684556,0.0057376763,-0.40729898,-0.0024555363,-0.0038850734,-0.13455585,0.0,-0.02523004,-0.08558748,0.0,-0.030545369,-0.26672068,0.0,0.01146155,-0.0011747698,0.0,-0.045428343,-0.005418428,0.0,-0.10955467,-1.1120654,-0.08141935,-0.77659875,-0.05973172,-0.056372568,0.18024611,0.0018331516,-0.14204282,-0.02251535
0.0012274713,0.95009625,0.09295116,0.23152263,-0.0003358755,-0.00405843,0.005006171,-0.0026602775,0.009631815,0.004728112,-0.030033948,-0.014733241,-0.09808898,-0.0015266462,-0.029735675,-0.20374921,-0.23615006,5.432543e-05,0.21837912,0.00011385297,-0.0014548604,0.07178386,0.0,-0.025209699,0.033509172,0.0,-0.08545684,0.18245013,0.0,0.02623017,0.014126062,0.0,-0.09606959,-0.015625505,0.0,-0.059088163,0.6281578,-0.021319035,0.071697645,0.00082711386,0.009913986,0.0038033652,0.009612483,-0.36372584,-0.07573676
-0.010207234,-1.5716316,0.10063358,0.018392017,0.00806486,0.0059430134,-0.0654501,-0.00961389,0.04195792,0.011355048,-0.0071671517,-0.0038288746,0.04976585,-0.00033744652,0.031876963,0.036933392,0.12927617,-0.0016074149,-0.4459142,0.00023117455,-0.07679514,-0.14383167,0.0,-0.027922962,-0.056665517,0.0,0.01721771,-0.19316745,0.0,-0.025650118,0.016230326,0.0,0.07748844,-0.007410995,0.0,0.058635566,-1.0710645,-0.35068452,-0.92918605,-0.055500478,-0.04368289,-0.05420352,-0.057093725,-0.19295235,0.008433135
-0.039468937,0.86466086,-0.41552892,0.13585094,0.039202027,0.019767713,-0.026789187,-0.013910798,0.014363557,0.002216668,-0.023317242,-0.0030335234,-0.05961004,-0.0075662276,-0.023623295,0.03802016,-0.22294721,0.0042277356,-0.5072879,-0.0008648477,-0.0038319,-0.22458997,0.0,-0.012230278,-0.05311506,0.0,-0.020573603,-0.39064485,0.0,0.005464984,0.015409644,0.0,-0.058352783,-0.006454728,0.0,-0.040882967,0.52748185,0.006021557,0.09148503,-0.20676254,-0.097916186,0.0042126663,0.0033139635,-0.028444197,-0.27023485
0.045375414,-1.504908,-0.20488632,-0.10810454,0.027863456,0.010295894,0.026416052,0.011459103,-0.20379333,-0.05374827,-0.010719753,-0.00063792744,0.053873755,0.0001537459,0.010172161,0.065260455,0.12528223,-0.0017564895,-0.61896414,3.7809645e-05,-0.05773132,0.12292467,0.0,-0.022414342,0.025195744,0.0,-0.114457205,0.109889165,0.0,0.0044494052,-0.09068677,0.0,-0.17529467,0.024968253,0.0,-0.084577106,0.45009804,-0.019273749,0.06353479,-0.021055823,-0.007678898,-0.004141204,-0.021113532,0.22549908,0.023104882
0.0014787907,0.1228329,-0.5033492,0.059793532,-0.059915558,-0.045598574,-0.050888773,-0.0041402653,-0.026707781,-0.01377205,-0.017212715,-0.012812087,-0.15154962,-0.0008159644,-0.048609763,-0.07645689,-0.20942841,0.0005473898,-0.38752195,0.001700032,-0.023663823,0.08980731,0.0,-0.032302525,0.04799197,0.0,-0.073944315,0.104101785,0.0,-0.003564599,0.006578867,0.0,-0.12929885,-0.053338617,0.0,0.023691025,-1.24405,0.023795277,0.07944249,0.05732514,0.024232425,0.0016269019,-0.04066791,0.1510507,-0.0016442103
-0.03653109,-0.36929333,-0.019873396,-0.1298751,0.047474552,-0.001092286,0.06260986,0.006091458,0.0067631793,0.017563697,-0.014600874,-0.0034196512,-0.0372868,-0.0007291117,-0.055275273,0.0068483916,-0.088700786,0.005679083,-0.3934802,-0.002723753,0.0064239036,-0.07356568,0.0,-0.03739432,-0.038727034,0.0,-0.025631681,-0.20659748,0.0,0.011009502,0.03192633,0.0,-0.09777239,-0.00021904183,0.0,-0.107078955,-1.2785218,-0.06311156,-0.5281813,-0.1427191,-0.07041547,-0.028434528,0.015443197,-0.16105767,-0.12737076
-0.015583195,0.050451595,-0.24762149,0.026634458,-0.1482746,-0.0806581,0.012661132,-0.0034415498,0.018989649,0.015183285,-0.051758684,-0.011253968,-0.1032822,-0.003462047,-0.037873108,-0.19368018,-0.16521151,-0.00015540654,0.052789748,0.00013199123,-0.016670404,-0.42600828,0.0,-0.10093436,0.04931002,0.0,-0.06954895,-0.001621799,0.0,-0.013417926,-0.004205328,0.0,-0.06577407,0.039697386,0.0,-0.032901216,0.48256168,-0.01657832,0.058051746,-0.45532608,-0.2294077,-0.0029198441,-0.040592432,-0.032187495,0.02341818
-0.04593823,-0.010348649,-0.18906492,-0.15450302,-0.13812532,-0.029353226,-0.0041846684,0.025618479,-0.14496987,-0.038554125,-0.022841996,-0.008759499,-0.07849524,-0.0005963943,-0.068888664,-0.027777508,-0.1439052,0.00032605242,-0.5102326,-0.009360154,-0.009738516,-0.12174677,0.0,-0.055979725,-0.0357146,0.0,-0.046979476,-0.32018033,0.0,0.006874406,-0.0022075437,0.0,-0.0935863,0.005904932,0.0,-0.25430208,-1.2678275,-0.07716383,0.09152192,-0.20813479,-0.07762574,-0.05473397,0.0051772906,-0.09869467,-0.061023366
-0.019749843,-0.06640716,-0.22053525,0.08571737,0.020846661,-0.010541849,-0.07442207,-0.023413358,0.030419596,0.018054994,-0.03661811,-0.0045049395,0.1564504,-0.0010577668,0.03601556,-0.20297465,-0.35143846,-0.00012003556,-0.571254,0.00012734337,-0.061452657,0.1035741,0.0,-0.030496893,-0.10612466,0.0,0.0539662,0.120131865,0.0,0.0004231086,0.01704999,0.0,0.059629604,0.03411495,0.0,0.069064446,0.5352694,-0.017308265,0.07300707,0.056880277,0.037969843,-0.017669816,-0.02017666,0.18022728,-0.01681863
-0.01653942,-0.33267784,0.4746115,-0.10077716,-0.01723748,-0.0017137729,-0.089691594,-0.018888123,0.009613836,-0.0006819615,-0.012732583,-0.0033795007,0.1390196,-0.00063477294,0.04022719,0.1119104,0.21044591,-0.00017613343,0.21611024,0.00011993247,-0.0015246377,0.095682636,0.0,-0.030708404,-0.07536467,0.0,0.046372015,0.14814019,0.0,0.013558262,0.054262366,0.0,0.11084189,0.049983554,0.0,0.046716157,0.58256316,-0.025804918,0.06944616,0.1157152,0.059614096,0.0034155413,-0.0076360567,0.23606971,-0.005037009
-0.04039604,-0.5413339,-0.27580294,-0.39409173,-0.09015597,-0.032362416,0.10350159,0.028137753,-0.0022580961,0.009354938,0.13424462,0.018435784,0.044731166,0.0033412995,0.002425964,-0.057694893,-0.17163557,-0.0011383186,-0.42138356,0.00032639384,-0.08049658,-0.0349753,0.0,-0.14821064,-0.06403163,0.0,0.14445756,0.08329935,0.0,-0.010677783,-0.02320986,0.0,-0.12271141,0.04923874,0.0,-0.3438081,-1.0823834,-0.080333434,0.05746795,-0.051929835,-0.039274175,-0.0063602533,-0.014452731,-0.2655486,-0.17199384
-0.017109156,0.7977238,-0.23057574,-0.112105876,-0.104894765,-0.037379786,-0.05075554,-0.014896366,0.015371798,-0.00023008151,-0.016374351,-0.0038787299,-0.14863016,-0.0018833963,-0.040350176,0.043823484,-0.24129511,0.0026660343,-0.57473886,-0.0008139279,0.0048902524,-0.11012507,0.0,-0.013776166,-0.011724245,0.0,-0.04763504,-0.47869232,0.0,0.018027207,-0.007126249,0.0,-0.0497295,0.0026853357,0.0,-0.057204403,0.5454413,0.0051007373,0.09832179,0.03266479,0.000641189,-0.46708784,0.018078119,-0.1739864,-0.32256722
0.15236226,-0.25200644,0.09263433,-0.09485462,-0.03362083,0.00023764986,-0.03328914,-0.017524377,0.018574841,0.006244222,-0.012664969,-0.002804878,0.021546047,-0.0009136662,0.025727056,0.11483924,0.11022858,-0.00021448541,0.16949472,7.798893e-05,0.0026899194,-0.28523633,0.0,-0.079796374,0.019509828,0.0,-0.071734466,0.04731271,0.0,0.0041258987,-0.0020768263,0.0,-0.06446355,-0.01563033,0.0,-0.0015553843,0.5590706,-0.023352277,0.065357946,-0.6228483,-0.28039542,0.0027317966,-0.030454421,-0.078903936,-0.033651203
-0.016735641,0.42942858,-0.13279545,0.20207775,0.02309424,0.014683798,0.018907692,-0.015416482,0.009482836,0.0061396114,-0.00671664,-0.0028304555,0.09432892,-7.920986e-05,0.12007107,0.11425905,0.21735263,-0.0011013569,0.26715454,9.83754e-05,0.003577014,0.100557074,0.0,0.00082407857,0.07495503,0.0,-0.07574006,0.06941772,0.0,-0.0089851385,0.03051867,0.0,-0.07984293,-0.010241521,0.0,-0.10601474,0.65062356,-0.011898801,0.063381225,-0.36334163,-0.14614075,-0.02927516,0.012043337,-0.21368474,-0.00793048
0.0076968414,-0.5986949,-0.11182083,-0.19450001,0.037145115,0.008411985,-0.06028804,-0.015768528,-0.22503935,-0.09930396,-0.009394919,-0.0007333501,0.08254566,0.0010195356,0.03198507,0.14251941,0.14458548,-0.00014653057,0.23699668,0.00010049076,0.0012793395,-0.28383285,0.0,-0.08632654,-0.0038518296,0.0,-0.11718075,0.107536405,0.0,0.0020906555,0.002312513,0.0,-0.05607124,0.010325334,0.0,0.03584511,0.5545071,-0.031767864,0.066793025,0.08760484,0.036912065,-0.012763714,-0.048466574,0.040724017,-0.0036399697
-0.00044853427,-0.3188268,-0.36799854,-0.13969958,0.013401005,0.0009973007,-0.014008207,-0.011278555,-0.0014203498,-0.008707954,-0.011270121,-0.010044618,-0.0598599,-0.00053652446,-0.033985175,0.01608516,0.09094529,-0.005066036,0.17541859,0.0009702777,0.00048915093,-0.10031459,0.0,0.034479957,0.047114987,0.0,-0.06616956,0.054425716,0.0,0.0028393718,-0.02126628,0.0,-0.12417498,-0.045737345,0.0,-0.34593356,-1.21109,-0.055634152,0.08137874,-0.28879124,-0.14612366,-0.0784419,-0.012914197,-0.25965786,-0.008401009
-0.06689471,-0.06888765,-0.23352681,0.04106201,-0.097868726,-0.051891275,-0.0683415,-0.0053113,0.013168329,0.006560485,0.027996816,0.0155757945,0.03112679,0.004684628,-0.006226901,-0.07493196,-0.18072772,1.8618623e-05,-0.5760078,0.000107283806,-0.08417462,0.051404644,0.0,-0.019334335,0.040551025,0.0,-0.084973596,0.029300807,0.0,-0.023531666,0.0041162358,0.0,-0.100450225,-0.0058666714,0.0,-0.1038343,0.49211562,-0.0007520478,0.07291416,-0.24332958,-0.12923175,-0.029710334,-0.049752604,-0.30869862,-0.2862399
-0.038997233,1.1576287,-0.22890095,0.3782591,-0.03746379,-0.023429006,-0.023008669,-0.014897881,0.04841397,0.023482928,-0.011492307,-0.0042506116,-0.055489436,-0.0015910753,-0.029824408,0.059885576,-0.17607868,0.0037052867,-0.3168953,-0.0008511441,0.003543961,-0.104301386,0.0,-0.011084843,-0.0037916633,0.0,-0.03287153,-0.27208135,0.0,0.015262602,0.019854432,0.0,-0.057854943,0.011771928,0.0,-0.044349976,0.620882,0.020948015,0.11054898,-0.22862999,-0.08569507,-0.006779705,0.025127355,-0.050464958,0.0016133239
0.03998497,0.5556043,0.19047143,0.29662463,0.055934742,0.0012908111,0.03336247,0.01035121,0.016816376,0.0043495013,-0.011680053,-0.002665324,-0.25143957,-0.0005149789,-0.09423868,0.065219454,0.12815057,0.0046553146,0.24989212,0.0001408699,0.004318361,0.09715183,0.0,-0.009905844,0.05452904,0.0,-0.082342915,0.13275838,0.0,0.00040870893,0.01680916,0.0,-0.08127455,0.032914758,0.0,0.13498965,0.67727774,-0.017798321,0.07020278,0.03433538,0.015800187,-0.024628066,-0.0038971528,0.14418958,-0.023052536
-0.024951333,0.100849494,-0.52500916,0.04719514,-0.078137554,-0.026531294,-0.042707864,-0.004252716,0.0040890826,0.0028023229,-0.011027157,-0.0049548536,-0.098205075,-0.001753503,-0.12251085,-0.032691926,-0.13410573,0.013767282,-0.46004146,-0.0103498865,-0.0055944785,-0.11360019,0.0,-0.06949842,-0.09009089,0.0,-0.046683736,-0.2927044,0.0,0.002616681,-0.008071759,0.0,-0.09424847,-0.0067897323,0.0,-0.23466413,-1.2681857,-0.13283059,0.05686149,-0.13994287,-0.06985502,-0.026159333,-0.3362552,-0.18212762,-0.08043169
-0.009968311,-0.19623327,-0.12765568,-0.03793108,-0.12060127,-0.03630641,-0.09915219,0.005062503,0.030372746,0.016595734,0.16060016,0.017866766,0.1729065,0.0136047015,-0.053428896,-0.35716185,-0.25079677,-0.00011231043,0.12662679,0.00012868323,0.0042473003,0.07274607,0.0,-0.011114478,-0.067729175,0.0,0.07849162,0.1248112,0.0,0.013682177,0.024145922,0.0,0.11148536,0.071015954,0.0,0.079007424,0.49666944,-0.036373492,0.06300208,0.03154813,0.046979606,-0.0938147,0.008920936,-0.5328903,-0.044048723
-0.031745624,-0.2717249,-0.17652638,0.0092869755,-0.05467982,-0.011797636,0.024940088,0.011987157,0.0022983782,-0.03001614,-0.015128557,-0.0040511363,-0.012953678,-0.00035350665,-0.014645084,-0.07235709,-0.1887244,-0.0014109947,-0.32339254,0.00086496375,-0.061818525,0.032238428,0.0,-0.08738757,-0.13758264,0.0,0.029818013,0.065535426,0.0,-0.014311356,-0.0037573145,0.0,0.038435467,0.020921081,0.0,0.15504472,-0.81516534,0.09220783,0.102104865,-0.19085148,-0.085151315,0.005864629,-0.083603136,-0.23521282,-0.02427862
0.028233705,-0.50385404,-0.2303731,-0.63295937,-0.06526531,-0.029441489,-0.063211955,-0.020867506,0.0016857877,-0.008184147,-0.008701494,-0.002806799,-0.19837277,-0.00038495043,-0.0542116,0.024020059,0.093497895,-0.00026155455,0.13027523,3.3603385e-05,-0.00704941,-0.08237275,0.0,0.025336375,-0.14519872,0.0,-0.009485752,0.12765028,0.0,-0.008945065,-0.019612087,0.0,0.009003147,-0.05949077,0.0,-0.37379622,-1.3049595,-0.059266593,0.06137572,-0.014578094,0.011332683,-0.16780494,-0.05194925,-0.22264037,-0.029615063
-0.030055298,-0.24681948,-0.24872957,-0.065386504,-0.17038108,-0.06250209,-0.08739822,-0.031190418,0.028252406,0.009804181,0.113560304,0.019278578,0.14057526,0.0034420458,-0.043653734,-0.16966486,-0.122150235,-0.00015839367,0.13883248,0.00014303757,0.0038120777,0.133895,0.0,0.011819378,-0.08397011,0.0,0.06259833,0.081625804,0.0,0.0044264863,0.029386321,0.0,0.0773644,0.026420813,0.0,0.033392135,0.5424974,-0.018313546,0.050173827,-0.4459803,-0.26075774,-0.0019939041,-0.0126978075,0.17731601,-0.015482377
0.096772805,-0.5829791,-0.059524488,-0.34363148,0.044265416,0.0042761806,-0.08253179,-0.0066583757,0.057629887,0.01793737,-0.009914478,-0.002306255,0.020852916,-0.00037159165,-0.0035313661,0.07872331,0.22916146,-0.00020797232,-0.6223187,0.00010122782,-0.08119637,-0.1748258,0.0,-0.027032165,-0.046215557,0.0,-0.11119846,0.10371328,0.0,0.0049446076,-0.0034681524,0.0,0.017659385,0.060845427,0.0,0.051602587,0.40256655,-0.01428156,0.06140078,0.055095147,0.013433277,-0.12041114,-0.04076444,-0.25484934,-0.021693302
-0.022345314,-0.6946337,-1.3249612,0.16791405,-0.034365736,-0.0013511082,-0.07537987,-0.017189674,-0.08525605,-0.055941142,-0.013795226,-0.0021414156,-0.07102002,0.00043166065,-0.05827995,0.0003111579,-0.104264416,0.02091569,-0.3996384,-0.008992464,-0.010684943,-0.11269612,0.0,-0.07813695,-0.077629514,0.0,-0.0363473,-0.25779343,0.0,-0.0044860677,-0.031997092,0.0,-0.07943872,-0.015637156,0.0,-0.1854407,-1.2299356,-0.11200471,0.06424821,-0.26891834,-0.1178806,-0.011560149,-0.26123077,-0.18964659,-0.030255115
-0.038732715,1.1393827,-0.116016656,0.27770436,-0.09532198,-0.026155623,-0.02612864,-0.011481887,0.059947688,0.029767742,-0.011091695,-0.0044764467,-0.08722454,-0.0015910753,-0.032401327,0.0562437,-0.18639693,0.0046002157,-0.32326034,-0.0008511441,0.0035101792,-0.099424876,0.0,-0.011477585,-0.010203044,0.0,-0.031154556,-0.30317098,0.0,0.0149344355,0.022593765,0.0,-0.061518703,0.0044936305,0.0,-0.048369024,0.60473377,0.01676056,0.10982427,-0.12157961,-0.07051231,-0.00016698336,0.012461798,-0.043090656,0.0467808
0.009796398,-0.054451734,-0.25090617,0.09071705,-0.0045533134,-0.008300713,0.012366932,0.00018380278,-0.1161308,-0.023523161,-0.0029107346,-0.00019155549,-0.13092063,0.0013885533,-0.08644439,0.08058008,0.13123173,-0.000118618256,0.17872167,0.000112106754,-0.002052172,0.056559622,0.0,-0.03489236,0.06295877,0.0,-0.077280514,-0.2866061,0.0,-0.041968346,0.014379308,0.0,-0.080748945,0.060175017,0.0,-0.037993982,0.6194522,-0.009462207,0.084239624,0.015058656,0.01882701,-0.026352955,-0.019015841,0.15825942,0.012994404
-0.016367262,0.21283033,-0.3806225,-0.033874545,-0.088308595,-0.01255445,-0.019516474,0.0013011227,-0.014450016,-0.0051972624,-0.011451302,-0.0031930846,-0.16242173,-0.0033652557,-0.070295066,0.09060551,0.17727391,-0.00049294333,0.25449243,0.00011385297,-0.0026147254,0.06450897,0.0,-0.016567001,0.052910447,0.0,-0.082036205,0.12786241,0.0,0.001888085,0.0061091073,0.0,-0.101400994,0.031137638,0.0,-0.041077767,0.6137362,-0.019432984,0.07052336,0.032268543,0.029771965,-0.023603022,0.01706776,-0.35090977,-0.1266149
-0.037950985,-0.7618567,-0.26211855,-0.28272662,0.030863924,-0.00998788,-0.022355046,-0.0055092224,0.032431208,0.010521243,-0.024790669,-0.0038561337,-0.10733775,-0.0011705073,-0.094301745,0.018026628,-0.119961165,0.007868618,-0.4322125,-0.00078118965,0.004104949,-0.08865557,0.0,-0.02893177,-0.04868974,0.0,-0.040845826,-0.2557658,0.0,0.0073162797,0.010079771,0.0,-0.10777381,-0.0021346053,0.0,-0.13970543,-1.1646057,-0.09092385,-0.83080006,-0.1680227,-0.06971429,-0.03253553,0.014262682,-0.19095528,-0.14867856
-0.017053485,-0.889265,-0.50858873,-0.4569898,-0.07640137,-0.024036542,-0.03837464,-0.010343141,-0.114972495,-0.079229325,-0.024745021,-0.003370599,-0.0724265,0.00020058421,-0.07459573,0.020798713,-0.10672627,0.008115588,-0.36958185,-0.0005238311,0.0018763057,-0.118674226,0.0,-0.029552145,-0.039040126,0.0,-0.049371064,-0.26614943,0.0,-0.0023636494,-0.0028677327,0.0,-0.046844363,0.0017315608,0.0,-0.08411888,-1.1875823,-0.0806402,-0.85295117,-0.059713133,-0.047243394,0.09467434,0.010554808,-0.15551385,-0.0051947036
-0.02838053,-0.2572201,0.0005335072,-0.073208794,0.0031231926,-0.012293289,-0.0066673453,-0.016117807,-0.033062056,0.0068784715,-0.015083446,-0.0023908054,-0.11653799,-0.0010783068,-0.1270783,0.011957081,-0.11928613,-0.0019449736,-0.46702102,-0.0027068912,0.0077721006,-0.11040367,0.0,0.016093375,-0.039633714,0.0,-0.04313856,-0.2983032,0.0,0.008860591,0.001856054,0.0,-0.070494875,0.0057927044,0.0,-0.15362947,-1.3286052,-0.06797754,-0.72261536,0.06844513,0.03970912,-0.0212305,0.013944163,-0.19331019,-0.14143492
-0.0024788836,-0.6522358,0.35316685,-0.19471522,0.05015662,0.012467766,-0.13243334,-0.023488345,0.020035151,0.010507545,-0.0078557115,-0.0033857278,0.033574123,-0.00042767433,-0.00548339,0.03480172,0.13067955,-0.0004800182,-0.52308375,0.001090353,-0.090487696,0.10189809,0.0,0.0011058389,-0.039300278,0.0,0.045157008,0.03936994,0.0,-0.01638496,0.057952065,0.0,0.11763073,-0.011446958,0.0,0.040025465,-0.83116245,0.040853586,0.08070673,-0.34493807,-0.074818276,0.02181833,-0.031374153,0.18408494,0.02106518
-0.028978735,0.05687117,-0.25510806,-0.08871411,-0.057376154,-0.01943971,-0.003772869,-0.009065211,-0.0035416635,0.004033586,-0.012459098,-0.013551369,0.009827015,-0.007373815,0.035979614,0.011904224,-0.14587426,0.005040513,-0.49480557,-0.01040443,-0.0013880266,-0.15147401,0.0,-0.028426379,-0.059296556,0.0,-0.026717503,-0.2888582,0.0,-0.0045250664,0.006954887,0.0,-0.08316134,-0.00076964765,0.0,-0.09656414,-1.152906,-0.052092902,0.07350635,-0.18702507,-0.07370312,-0.06645131,-0.029769424,0.082692444,0.024426004
0.004542128,-0.7711449,0.101586334,-0.034948368,0.051198218,0.018400786,-0.01613054,-0.026510753,-0.021735203,0.005015844,-0.015843159,-0.004761887,0.09180515,-0.0011963634,0.0048936643,0.05812962,0.09345865,-0.0004732099,0.19531925,0.0003260379,0.0012837544,0.094553,0.0,0.007691238,-0.041437842,0.0,0.05963226,0.12633482,0.0,0.049050115,0.05128095,0.0,0.11508856,0.0026051695,0.0,0.027517673,-1.2429696,-0.23751295,-0.71261364,-0.36105213,-0.1585289,-0.037374046,0.0015054442,0.27635235,0.01470937
-0.031774823,-1.000408,-0.14737429,-0.36248022,0.012713848,0.025829846,-0.10476855,-0.003055908,0.034793016,0.009192194,0.12376847,0.025881683,0.080959365,0.005182687,0.0058539063,-0.08366511,-0.2424466,-0.00025312084,-0.61453485,9.224699e-05,-0.10068273,-0.012378395,0.0,0.07659403,0.03362067,0.0,-0.084853075,0.14870262,0.0,0.012422784,-0.018830717,0.0,-0.110925116,0.005950383,0.0,-0.1256861,0.42638767,-0.019655759,0.067078955,-0.003620051,0.0061683087,-0.01809433,-0.0068591847,-0.3991401,-0.32707518
-0.015102905,1.1066546,-0.030755628,0.38409612,-0.060093533,-0.012232339,-0.026529703,-0.003484245,0.03528007,0.0053459913,-0.012578835,-0.0046342053,-0.13219687,-0.0019196259,-0.043435644,0.111838974,0.15638046,6.842441e-05,0.29473388,0.00014578542,0.014840188,0.11575723,0.0,-0.009304826,0.09620457,0.0,-0.056849476,0.18689051,0.0,0.018871374,0.009767596,0.0,-0.07398696,0.006834644,0.0,0.032281563,0.6882454,-0.023516221,0.076302506,-0.23465265,-0.07998105,-0.01878869,0.005509172,0.14210714,-0.027407508
-0.017207352,-0.4840931,0.044316344,-0.11754891,-0.06399899,-0.020491023,-0.009510755,0.028925788,-0.1133526,-0.04683681,-0.0067295404,-0.003968724,-0.123559825,0.00081235426,-0.10204861,-0.02488096,-0.10253785,-0.0012930082,-0.1507033,0.00016183514,0.02263956,-0.02365588,0.0,0.058084417,-0.096046865,0.0,0.081040196,-0.15205082,0.0,-0.0027575162,0.07928136,0.0,-0.07719155,-0.039880063,0.0,0.12390074,-0.7400209,0.13799948,0.10455042,-0.08841582,-0.06044512,-0.013583454,0.12453845,-0.1094315,0.012672041
-0.017107593,-1.3992956,-0.31335962,-0.063686974,-0.10179175,-0.030370811,0.0019098197,-4.522287e-05,-0.089486636,-0.076910466,-0.035377197,-0.008693824,0.072275065,-0.0010082613,0.018130345,-0.18711606,-0.21082906,-0.00035376867,0.32115388,0.00018216911,0.030283917,0.11810406,0.0,-0.019103037,-0.07127575,0.0,0.053243533,0.30210194,0.0,0.06546915,0.0054522646,0.0,0.053937595,0.071043506,0.0,0.09381315,-1.0312625,-0.16084993,-0.42554063,0.05632711,0.03196493,0.022548089,0.007814311,-0.3695268,-0.0066075237
-0.011816107,-0.64786047,-0.18699412,-0.11907612,0.03465051,-0.0055529475,-0.04269554,-0.043058828,-0.0141501725,-0.00047487885,-0.034225263,-0.011180693,-0.07262955,-0.0021402284,-0.011448272,-0.12580223,-0.25079152,-0.00019228358,-0.29760104,0.00010549876,0.0085990755,-0.07343992,0.0,0.036781546,-0.11786442,0.0,0.0014020847,0.07136847,0.0,-0.00919328,-0.04068789,0.0,-0.07745523,0.06259219,0.0,-0.025436582,0.42657882,-0.02127052,0.06690926,-0.30179015,-0.12089578,0.0071799397,-0.049931176,0.045843475,-0.004268739
-0.007160073,0.021489237,-0.56438404,0.18144484,-0.1817528,-0.033584155,-0.037810948,-0.015201978,0.044516213,0.015514478,-0.02996563,-0.016536629,0.041129485,-0.0020577307,-0.015165324,-0.13517983,-0.37248227,-0.00015503178,-0.46045107,0.000117145566,0.004348022,-0.18657789,0.0,0.019969093,0.12778325,0.0,-0.06080742,-0.41170636,0.0,0.0009677428,0.035262678,0.0,-0.07620925,0.11547646,0.0,-0.05237299,0.43068984,-0.02180402,0.090601265,0.068639375,0.021247217,0.0058159786,-0.012392478,0.22283676,0.020270174
-0.012562975,-0.29950705,0.3252302,-0.021628214,-0.11288225,-0.042681914,0.069091946,0.009114072,0.04869206,0.011530487,-0.010465133,-0.004515734,-0.048161022,-0.00067390566,-0.024291303,0.05395099,0.1746953,-0.00074792624,-0.26686466,0.0010277793,-0.046383947,-0.066728726,0.0,-0.027408002,-0.02608695,0.0,0.0036939352,-0.025188534,0.0,-0.02459499,0.04332519,0.0,0.078688815,0.028478572,0.0,0.16636187,-0.6977708,0.0062377746,0.03355847,-0.3580332,-0.10833339,0.033905957,-0.008622702,-0.28770962,0.02353553
0.0109182885,-0.21484402,-0.09150681,-0.0327771,-0.15906563,-0.06598423,-0.049417906,-0.035571918,-0.32563367,-0.12640595,-0.004064414,-0.0017527657,0.04795678,0.00032978202,0.04486113,0.08983788,0.20002499,-0.0017783451,0.22215417,7.854856e-05,0.0014119485,0.02375975,0.0,-0.041133378,0.09869724,0.0,-0.053285696,0.10394122,0.0,0.0023845718,-0.007812763,0.0,-0.10422685,-0.014458229,0.0,-0.10017745,0.5486776,-0.022300458,0.06124743,0.025590394,0.009302953,-0.071508996,-0.32461113,-0.41118187,-0.0048145936
